id,ASVM,GSVM,walking_nonwalking,normal_abnormal,ax,ay,az,gx,gy,gz
1,1.1636,2.1029,0,0,-0.2697906494140625,1.2335052490234375,-0.372528076171875,-0.24589845538139343,-2.3015429973602295,-0.12621252238750458
2,1.1963,1.8537,0,0,-0.094879150390625,1.231903076171875,-0.35418701171875,0.3050224781036377,-1.6504617929458618,-0.39579421281814575
3,1.2392,1.6458,0,0,0.1804656982421875,1.2449188232421875,0.0169525146484375,0.3050224781036377,-1.6504617929458618,-0.39579421281814575
4,1.2855,1.4956,0,0,0.247406005859375,1.416748046875,0.0130157470703125,0.43755894899368286,0.10532109439373016,-0.5598134994506836
5,1.3295,1.4148,0,0,0.2192840576171875,1.4114990234375,-0.178314208984375,0.26501649618148804,0.811427652835846,-0.4589766263961792
6,1.3658,1.4081,0,0,0.0888519287109375,1.211212158203125,-0.3549346923828125,0.24804309010505676,0.7736117839813232,-0.15258394181728363
7,1.3898,1.4722,0,0,-0.0677947998046875,1.1318206787109375,-0.164398193359375,0.7206825613975525,0.22451086342334747,0.1710902601480484
8,1.3976,1.5961,0,0,-0.118438720703125,0.910858154296875,0.0109405517578125,1.3271628618240356,-1.202409267425537,0.45176851749420166
9,1.3858,1.7624,0,0,-0.176513671875,1.142242431640625,-0.0663604736328125,1.3271628618240356,-1.202409267425537,0.45176851749420166
10,1.3521,1.949,0,0,-0.1470794677734375,1.3135986328125,0.157745361328125,2.0708115100860596,-1.2141779661178589,0.448562353849411
11,1.2956,2.1324,0,0,-0.3050537109375,1.5325164794921875,0.256256103515625,2.1973814964294434,-0.41613543033599854,0.5928574800491333
12,1.2175,2.2901,0,0,-0.451263427734375,1.6045684814453125,0.3825531005859375,1.7420703172683716,0.9221605062484741,0.4482632577419281
13,1.1209,2.4032,0,0,-0.5417938232421875,1.431549072265625,-0.016326904296875,1.0533380508422852,2.338925838470459,-0.25051984190940857
14,1.0117,2.4587,0,0,-0.4405975341796875,0.99359130859375,-0.4914703369140625,0.9854777455329895,2.1943256855010986,-1.1804105043411255
15,0.8973,2.4509,0,0,-0.2313385009765625,0.5759735107421875,-0.123748779296875,2.015805721282959,0.18480341136455536,-1.699574589729309
16,0.7869,2.3821,0,0,-0.1708831787109375,0.4220733642578125,0.07708740234375,2.363774299621582,-0.9792496562004089,-1.5954798460006714
17,0.6896,2.2621,0,0,-0.132659912109375,0.354644775390625,0.1125030517578125,2.000328779220581,-1.1887778043746948,-0.9244596362113953
18,0.6143,2.1069,0,0,-0.2089691162109375,0.45745849609375,0.191864013671875,2.000328779220581,-1.1887778043746948,-0.9244596362113953
19,0.5681,1.9368,0,0,-0.2600250244140625,0.5703277587890625,0.18426513671875,1.8041760921478271,-0.4744245707988739,-0.5601474642753601
20,0.5563,1.773,0,0,-0.306488037109375,0.664306640625,0.112945556640625,1.455711007118225,0.04261297360062599,-0.24301664531230927
21,0.5814,1.6353,0,0,-0.403961181640625,0.720550537109375,-0.0164642333984375,1.081299066543579,0.33157554268836975,0.10797972977161407
22,0.6432,1.5386,0,0,-0.434417724609375,0.612213134765625,-0.152099609375,0.708761990070343,0.423166960477829,0.32735228538513184
23,0.7387,1.4914,0,0,-0.4117431640625,0.4684295654296875,-0.2076568603515625,0.31497952342033386,0.19408239424228668,0.6121065616607666
24,0.8615,1.4947,0,0,-0.3341522216796875,0.362060546875,-0.199127197265625,-0.19946837425231934,-0.26945942640304565,0.6286759376525879
25,1.0029,1.5422,0,0,-0.224212646484375,0.3609619140625,-0.28387451171875,-0.8981420397758484,-0.6197397112846375,0.5024988055229187
26,1.1517,1.6224,0,0,-0.1855621337890625,0.55047607421875,-0.48150634765625,-1.6904319524765015,-0.9721781611442566,0.4115990102291107
27,1.2957,1.7203,0,0,-0.1909332275390625,0.8626556396484375,-0.813568115234375,-2.429661750793457,-1.4629286527633667,0.37473657727241516
28,1.4228,1.8207,0,0,-0.1244049072265625,1.4033966064453125,-1.1097564697265625,-2.521296262741089,-2.046846628189087,0.4601348340511322
