id,ASVM,GSVM,walking_nonwalking,normal_abnormal,ax,ay,az,gx,gy,gz
1,10.244333376321585,0.5462201175431943,0,1,9.581040007855957,-0.3647794834254706,-0.19179351911133555,0.13811224859325213,0.22325546761769066,0.12349741673960932
2,10.291438001031306,0.5992259948519951,0,1,10.518423306611318,0.25361774475388393,-0.8494780903477891,0.2046156912768341,0.5872631832014678,0.08991083204504169
3,10.282542569877927,0.6438848975544007,0,1,11.146416089977109,0.18241918598391976,-1.4409835544885625,0.454817897967142,0.7062166085028366,0.10886681823799087
4,10.210046789745906,0.6772288919294648,0,1,11.739590351512977,0.6112123408661756,-1.823009993662392,0.8161139418324317,0.30628563290205646,0.2595169060299885
5,10.075722162014674,0.6971902700495068,0,1,11.1784579771041,0.2049014906334772,-1.3921078637817907,0.5905437449259692,0.32116530984882335,0.38098049262207984
6,9.892053694174374,0.7029120158119964,0,1,9.856924885818962,-0.21783621390071933,-0.48717284582705533,0.561150985672282,0.19567526386132894,0.3719760728726451
7,9.681726919105591,0.6948834301639579,0,1,9.949794095597808,-0.24796175547883384,-0.7724137164811907,0.5021456378617659,-0.055244060363839206,0.32594279757040695
8,9.47525129863473,0.6748925518650926,0,1,9.666553820039923,-0.3670248264642318,-1.6707257377240368,0.5371963053801084,0.18943404135081923,0.31823111353757233
9,9.307089075179913,0.6458240361523072,0,1,8.692277122924517,-0.17154648131411476,-1.3623245119446337,0.539368569166485,0.32555140984407105,0.3240724429629963
10,9.210907768218142,0.6113433281915738,0,1,8.491857839253855,-0.0587872298624974,-0.931396693082129,0.5499832120234446,0.2464974226660605,0.28832490154549584
11,9.214691337957479,0.5755053115098754,0,1,8.439922505245555,-0.20629632998797956,-1.3342652308932617,0.5056467718048595,0.20778979612724666,0.2250856639585725
12,9.336442446488432,0.5423241132673461,0,1,8.756054490752476,-0.268941690871509,-1.5408627388023177,0.4405945164958185,0.15105314756496083,0.1647869875557011
13,9.581090632958116,0.5153473898655873,0,1,8.978933185756967,-0.27983399319005364,-1.0708648559416911,0.41352323078288367,0.25657757806645715,0.12554659426005638
14,9.939014712989955,0.4972878811183466,0,1,9.337838703767902,-0.6771251206965424,-0.718742455109805,0.31829687639050624,0.16392240539861705,0.0776345993023394
15,10.386343451876941,0.4897677546472403,0,1,10.360457240842656,-0.5468797530166517,-1.3783749897228899,0.3908929057565853,0.028695305181506165,0.06543544872108809
16,10.886962123261544,0.49322146834340136,0,1,11.22771506449445,-0.07884940518922415,-2.08270340770079,0.4405961801560045,0.02904847042471521,0.12582688323738028
17,11.395957945243055,0.5069801675194748,0,1,11.194171327516651,-0.16563168481821616,-1.7822712597159474,0.3065786661856687,0.008565921540742528,0.23615876991160578
18,11.864117490815488,0.5295287488819156,0,1,11.20858017832329,-0.6551688102758434,-1.4478849163598422,0.15994236192588043,-0.3052940612707568,0.33894564980150016
19,12.243051428597123,0.5588916774333073,0,1,11.04337446229768,-0.7877573069158657,-1.9535045039902197,0.1707636617511012,-0.6085793142318467,0.3766681874828594
20,12.490512493202191,0.5930726844241412,0,1,11.475208796374389,-1.8159313558932433,-3.016025764733713,-0.052812050165398375,-0.8799462778926191,0.20848310762303232
21,12.575405660756783,0.6304568961980187,0,1,13.331587207739261,-3.0659112267132023,-1.8220695062453005,-0.09959987509211565,-0.21938333104535757,-0.07693934617034215
22,12.481844256416617,0.6700912250481771,0,1,15.291085573739641,-1.2407808233372708,4.197754439854369,0.31075069318690385,0.8840373256976153,-0.13138151952143864
23,12.211501477377857,0.7117861618790283,0,1,13.983095794649767,5.378659517177816,6.089111894030447,0.8083123936762616,0.6698228896464878,-0.09506962353251557
24,11.783660618883529,0.7560151743127177,0,1,7.100378621808602,4.38276517263644,2.3522540602888076,-0.4888445163618943,0.560055121141675,-0.19139356332192922
25,11.232892574131958,0.803623913235239,0,1,6.665553994868875,1.0192757878530525,2.1424029338755686,-0.5148623088926061,-0.14744085814862912,-0.35160972043395566
26,10.604969005359653,0.8554075889874762,0,1,10.571529965830775,-1.7005982552771315,2.2172924372561793,-0.5711514825405193,0.16263293701322276,-0.32068648253855736
27,9.951991855922614,0.9116607643467701,0,1,11.327683160553553,-4.141301656078403,-0.8239307781563645,-0.26191789862967785,0.8319723531908211,-0.23896396186273514
28,9.327547288633594,0.9718222267419792,0,1,8.168379629033513,-0.2988352005564129,2.1593094977336724,-0.06282554642116744,0.5318134586052619,-0.46035233042995116
29,8.782246796836542,1.0343167970428493,0,1,8.643136146167572,1.7076629043143978,3.3674491456833717,-0.06196316478146371,-0.5793228206563654,-0.7470034497932257
30,8.359736256737646,1.0966484672827994,0,1,8.549214276714908,2.6393536280339727,0.7527285206598961,0.34536485265622086,-0.30752277871362815,-0.8758768904035205
