id,ASVM,GSVM,walking_nonwalking,normal_abnormal,ax,ay,az,gx,gy,gz
1,0.9303,0.4313,0,1,0.4981536865234375,0.8522796630859375,-0.2019500732421875,-0.2746107876300812,-0.36776816844940186,0.06349029392004013
2,0.9392,0.4129,0,1,0.5244903564453125,0.8506622314453125,-0.19415283203125,-0.12700562179088593,-0.3819127380847931,0.09122578054666519
3,0.9531,0.3984,0,1,0.5144500732421875,0.8478240966796875,-0.158203125,-0.051899950951337814,-0.3138330280780792,0.16438761353492737
4,0.969,0.3887,0,1,0.455657958984375,0.8538818359375,-0.13616943359375,-0.06155524030327797,-0.21049171686172485,0.15492060780525208
5,0.9844,0.3843,0,1,0.4222259521484375,0.8671722412109375,-0.1193695068359375,-0.06155524030327797,-0.21049171686172485,0.15492060780525208
6,0.9976,0.3857,0,1,0.43463134765625,0.8841094970703125,-0.091766357421875,-0.07497863471508026,-0.3637430667877197,0.07474188506603241
7,1.0078,0.3929,0,1,0.468597412109375,0.8890228271484375,-0.075164794921875,-0.14769358932971954,-0.4320904314517975,0.060511812567710876
8,1.0147,0.4055,0,1,0.4861602783203125,0.866851806640625,-0.0826416015625,-0.2077004611492157,-0.4815692901611328,0.07377089560031891
9,1.0187,0.423,0,1,0.4979705810546875,0.8531951904296875,-0.1078338623046875,-0.23069819808006287,-0.47378382086753845,0.12122895568609238
10,1.0203,0.4445,0,1,0.478729248046875,0.86724853515625,-0.1532440185546875,-0.17539578676223755,-0.4292312562465668,0.16589468717575073
11,1.0205,0.4687,0,1,0.467376708984375,0.8940582275390625,-0.200531005859375,-0.04475362226366997,-0.3309888541698456,0.21203449368476868
12,1.0199,0.4939,0,1,0.45111083984375,0.8975982666015625,-0.2217559814453125,0.10590965300798416,-0.1834459900856018,0.25288763642311096
13,1.0192,0.5181,0,1,0.424896240234375,0.8638763427734375,-0.22857666015625,0.2486918419599533,-0.0709918811917305,0.2789485454559326
14,1.0187,0.5389,0,1,0.4256439208984375,0.8567657470703125,-0.2425689697265625,0.2486918419599533,-0.0709918811917305,0.2789485454559326
15,1.0184,0.554,0,1,0.441680908203125,0.8712005615234375,-0.278472900390625,0.3918718993663788,-0.039631832391023636,0.30462515354156494
16,1.018,0.561,0,1,0.466094970703125,0.858306884765625,-0.3214263916015625,0.5428662300109863,-0.013653228059411049,0.33036884665489197
17,1.0171,0.5584,0,1,0.47796630859375,0.829803466796875,-0.30511474609375,0.8353736996650696,0.26500874757766724,0.3860774040222168
18,1.0149,0.5454,0,1,0.4619140625,0.80224609375,-0.1945648193359375,0.6968035697937012,0.28030702471733093,0.32464492321014404
19,1.0108,0.5223,0,1,0.4846038818359375,0.833251953125,-0.1576690673828125,0.4649999141693115,0.21717838943004608,0.2541859447956085
20,1.0045,0.4906,0,1,0.5413360595703125,0.8877105712890625,-0.1712493896484375,0.23168542981147766,0.08189566433429718,0.1952829360961914
21,0.9957,0.4522,0,1,0.579833984375,0.922210693359375,-0.234649658203125,0.23168542981147766,0.08189566433429718,0.1952829360961914
22,0.985,0.4095,0,1,0.549774169921875,0.885528564453125,-0.3241119384765625,-0.020497018471360207,-0.11682994663715363,0.13608859479427338
23,0.9731,0.365,0,1,0.47509765625,0.8134613037109375,-0.3344573974609375,-0.08928034454584122,-0.394508421421051,0.06169292330741882
24,0.9613,0.3208,0,1,0.436676025390625,0.790313720703125,-0.243499755859375,0.02701377496123314,-0.2597056031227112,-0.00041625206358730793
25,0.9512,0.2789,0,1,0.39056396484375,0.7932891845703125,-0.1760101318359375,0.02701377496123314,-0.2597056031227112,-0.00041625206358730793
26,0.944,0.2408,0,1,0.3639373779296875,0.781494140625,-0.1691131591796875,-0.13676689565181732,0.05353726074099541,-0.08811121433973312
27,0.9413,0.2079,0,1,0.3598480224609375,0.78228759765625,-0.1720733642578125,-0.12337014079093933,0.03172783553600311,-0.12590786814689636
28,0.9436,0.1819,0,1,0.3888092041015625,0.806365966796875,-0.167236328125,-0.15980058908462524,0.06411799788475037,-0.15371978282928467
29,0.9514,0.1645,0,1,0.425811767578125,0.8276519775390625,-0.20074462890625,-0.2568261921405792,0.14358432590961456,-0.20492517948150635
30,0.9644,0.1583,0,1,0.4743194580078125,0.8330841064453125,-0.2457427978515625,-0.2856706380844116,0.05921192467212677,-0.23116078972816467
31,0.9817,0.1657,0,1,0.520782470703125,0.840789794921875,-0.2664794921875,-0.2856706380844116,0.05921192467212677,-0.23116078972816467
32,1.0021,0.1894,0,1,0.5427093505859375,0.843780517578125,-0.268829345703125,-0.15866154432296753,-0.09430573135614395,-0.17860889434814453
33,1.0239,0.2316,0,1,0.5573883056640625,0.827239990234375,-0.2631072998046875,-0.15866154432296753,-0.09430573135614395,-0.17860889434814453
34,1.0455,0.2933,0,1,0.5399017333984375,0.784423828125,-0.2456512451171875,-0.11188285797834396,-0.036493297666311264,-0.12669137120246887
35,1.065,0.3736,0,1,0.5383758544921875,0.7783050537109375,-0.2327728271484375,-0.08760335296392441,0.0006482133758254349,-0.03401495888829231
36,1.0807,0.4693,0,1,0.566192626953125,0.8755950927734375,-0.2760009765625,-0.08760335296392441,0.0006482133758254349,-0.03401495888829231
37,1.0912,0.5748,0,1,0.6005096435546875,0.941192626953125,-0.3953399658203125,-0.14299097657203674,0.03671327233314514,0.017476461827754974
38,1.0955,0.6824,0,1,0.62982177734375,0.8855133056640625,-0.47216796875,0.43630141019821167,-0.38468536734580994,0.20721817016601562
39,1.0932,0.7831,0,1,0.638031005859375,0.8449249267578125,-0.43218994140625,0.7058823108673096,0.11755592375993729,0.34141725301742554
40,1.0842,0.8679,0,1,0.5692138671875,0.841217041015625,-0.3122711181640625,0.8270963430404663,0.6647332310676575,0.43045178055763245
41,1.0692,0.9289,0,1,0.491729736328125,0.8596649169921875,-0.2320556640625,1.027282953262329,0.6408655047416687,0.48750388622283936
42,1.0491,0.9609,0,1,0.4364471435546875,0.8768463134765625,-0.2801361083984375,1.2333383560180664,0.4629809558391571,0.4600357711315155
43,1.0252,0.9618,0,1,0.41595458984375,0.8502655029296875,-0.2618560791015625,1.1976325511932373,0.14509247243404388,0.39528313279151917
44,0.9988,0.9332,0,1,0.48223876953125,0.895263671875,-0.2633209228515625,0.8287981152534485,-0.0731719508767128,0.33870989084243774
45,0.9716,0.8798,0,1,0.43341064453125,0.774322509765625,-0.3137969970703125,0.4540444612503052,-0.34627220034599304,0.1284722238779068
46,0.9449,0.809,0,1,0.409149169921875,0.73480224609375,-0.2977142333984375,0.29143238067626953,-0.611115574836731,-0.04253627359867096
47,0.9204,0.7297,0,1,0.40740966796875,0.724822998046875,-0.24029541015625,0.1425883024930954,-0.7840516567230225,-0.16308613121509552
48,0.8993,0.6508,0,1,0.4644927978515625,0.733856201171875,-0.2971954345703125,0.012693158350884914,-0.5586060285568237,-0.1812017410993576
49,0.883,0.5807,0,1,0.4941558837890625,0.7675933837890625,-0.3739776611328125,0.012693158350884914,-0.5586060285568237,-0.1812017410993576
50,0.8728,0.5258,0,1,0.479095458984375,0.7684173583984375,-0.38848876953125,-0.10912328958511353,-0.0879540890455246,-0.1643974632024765
51,0.8698,0.4903,0,1,0.44427490234375,0.7329254150390625,-0.388397216796875,-0.1258748471736908,-0.1273430436849594,-0.1977519541978836
52,0.8748,0.4757,0,1,0.4103240966796875,0.6756591796875,-0.3841705322265625,-0.1258748471736908,-0.1273430436849594,-0.1977519541978836
53,0.8884,0.4811,0,1,0.4055328369140625,0.6283416748046875,-0.350830078125,-0.1368103176355362,-0.43323105573654175,-0.32298576831817627
54,0.9102,0.5035,0,1,0.4107513427734375,0.602691650390625,-0.3420257568359375,-0.1368103176355362,-0.43323105573654175,-0.32298576831817627
55,0.9394,0.539,0,1,0.4071807861328125,0.629302978515625,-0.3604736328125,-0.3507835865020752,-0.3918585777282715,-0.39652949571609497
56,0.9741,0.5831,0,1,0.4012298583984375,0.6654205322265625,-0.4029388427734375,-0.42298001050949097,-0.42730897665023804,-0.4761074185371399
57,1.0117,0.6319,0,1,0.4326934814453125,0.701812744140625,-0.4654693603515625,-0.47195902466773987,-0.6811330318450928,-0.4895763695240021
58,1.0492,0.6823,0,1,0.4723358154296875,0.7246246337890625,-0.589080810546875,-0.33026018738746643,-0.9154136776924133,-0.46164804697036743
59,1.0834,0.7322,0,1,0.5402679443359375,0.76318359375,-0.7317352294921875,-0.1145034059882164,-0.84946608543396,-0.42205536365509033
60,1.1114,0.7804,0,1,0.650238037109375,0.8230438232421875,-0.8080596923828125,-0.00213585514575243,-0.2551308274269104,-0.2708839476108551
61,1.131,0.826,0,1,0.6891632080078125,0.7906036376953125,-0.67523193359375,-0.00213585514575243,-0.2551308274269104,-0.2708839476108551
62,1.1409,0.8681,0,1,0.6974334716796875,0.7205352783203125,-0.3549041748046875,-0.2000388205051422,0.28141382336616516,0.03268018364906311
63,1.1407,0.9051,0,1,0.6911773681640625,0.73797607421875,-0.098785400390625,-0.7482126951217651,0.208219513297081,0.0076217008754611015
64,1.1313,0.9354,0,1,0.6264495849609375,0.8668975830078125,-0.168701171875,-1.0943584442138672,0.5548592209815979,0.032703351229429245
